JID,Jurisdiction,Precinct,Precinct Description,Polling Place Name,Description,Address Line 1,Address Line 2,City,State,Zip,Accessible
49,Lake County,220,Moraine 220,Highland Park Police Station,Polling Place 6,1677 Old Deerfield Rd,,Highland Park,,60035,Y
49,Lake County,221,Moraine 221,Ravinia Festival - Bennett Gordon Hall,Polling Place 5,201 Saint Johns Ave,,Highland Park,,60035,Y
49,Lake County,222,Moraine 222,Ravinia Festival - Bennett Gordon Hall,Polling Place 5,201 Saint Johns Ave,,Highland Park,,60035,Y
49,Lake County,223,Moraine 223,Ravinia Festival - Bennett Gordon Hall,Polling Place 5,201 Saint Johns Ave,,Highland Park,,60035,Y
49,Lake County,224,Moraine 224,Ravinia Festival - Bennett Gordon Hall,Polling Place 5,201 Saint Johns Ave,,Highland Park,,60035,Y
49,Lake County,387,West Deerfield 387,Northwood Junior High School,Polling Place 6,945 North Ave,,Highland Park,,60035,Y
49,Lake County,389,West Deerfield 389,Northwood Junior High School,Polling Place 6,945 North Ave,,Highland Park,,60035,Y
49,Lake County,204,Moraine 204,Highwood Recreation Center,Polling Place 4,428 Green Bay Rd,,Highwood,,60040,Y
49,Lake County,207,Moraine 207,Highwood Recreation Center,Polling Place 4,428 Green Bay Rd,,Highwood,,60040,Y
68,Montgomery County,403,EAST FORK 3,SCHRAM CITY VILL. HALL,,510 22ND ST,,HILLSBORO,,62049,Y
68,Montgomery County,801,HILLSBORO 1,UNITED METH. CHURCH (N ENT),,537 ROUNTREE,,HILLSBORO,,62049,Y
68,Montgomery County,802,HILLSBORO 2,UNITED METH. CHURCH (N ENT),,537 ROUNTREE,,HILLSBORO,,62049,Y
68,Montgomery County,803,HILLSBORO 3,FREE METH.CHURCH (S ENT),,1400 SEYMOUR,,HILLSBORO,,62049,Y
68,Montgomery County,804,HILLSBORO 4,FREE METH.CHURCH (S ENT),,1400 SEYMOUR,,HILLSBORO,,62049,Y
81,Rock Island County,30001,CANOE CREEK,CAN CR,CANOE CREEK,HILLSDALE UNITED METHODIST CHURCH,124 BUTZER,HILLSDALE,,,Y
81,Rock Island County,40001,ZUMA,ZUMA,ZUMA,HILLSDALE UNITED METHODIST CHURCH,124 BUTZER,HILLSDALE,,61257,Y
81,Rock Island County,60009,HAMPTON 9,HAMP 9,HAMPTON 9,HILLSDALE UNITED METHODIST CHURCH,124 BUTZER,HILLSDALE,,,Y
16,Cook County,8900003,PROVISO 003,PROVISO 003,HILLSIDE COMMUNITY CENTER,1 N LIND AVE,,HILLSIDE,,60162,Y
16,Cook County,8900017,PROVISO 017,PROVISO 017,MEMORIAL PARK DISTRICT EISENHOWER COMMUNITY CENTER,700 SPEECHLEY BLVD,,HILLSIDE,,60162,Y
16,Cook County,8900030,PROVISO 030,PROVISO 030,HILLSIDE VILLAGE HALL,425 N HILLSIDE AVE,,HILLSIDE,,60162,Y
16,Cook County,8900039,PROVISO 039,PROVISO 039,MEMORIAL PARK DISTRICT EISENHOWER COMMUNITY CENTER,700 SPEECHLEY BLVD,,HILLSIDE,,60162,Y
16,Cook County,8900049,PROVISO 049,PROVISO 049,PROGRESSIVE LIFE,4500 FRONTAGE RD,,HILLSIDE,,60162,Y
16,Cook County,8900060,PROVISO 060,PROVISO 060,HILLSIDE VILLAGE HALL,425 N HILLSIDE AVE,,HILLSIDE,,60162,Y
16,Cook County,8900093,PROVISO 093,PROVISO 093,HILLSIDE COMMUNITY CENTER,1 N LIND AVE,,HILLSIDE,,60162,Y
16,Cook County,8900099,PROVISO 099,PROVISO 099,MEMORIAL PARK DISTRICT EISENHOWER COMMUNITY CENTER,700 SPEECHLEY BLVD,,HILLSIDE,,60162,Y
19,DeKalb County,SQ01,SQUAW GROVE 1,HINCKLEY COMMUNITY BLDG,,120 MAPLE ST,,HINCKLEY IL,,60520,Y
21,Douglas County,301,BOWDRE,BOWDRE,,CIVIC CENTER-403 MISSOURI,,HINDSBORO,,61930,Y
16,Cook County,7900026,LYONS 026,LYONS 026,HINSDALE ADVENTIST ACADEMY,631 E HICKORY ST,,HINSDALE,,60521,Y
16,Cook County,7900027,LYONS 027,LYONS 027,KATHERINE LEGGE MEMORIAL PARK,5901 S COUNTY LINE RD,,HINSDALE,,60521,Y
22,DuPage County,90001,Downers Grove 001,Hinsdale Seventh-day Adventist Church,Church Facility,201 N Oak St,,Hinsdale,,60521,Y
22,DuPage County,90004,Downers Grove 004,Redeemer Lutheran Church,Church Facility,139 E 1st St,,Hinsdale,,60521,Y
22,DuPage County,90006,Downers Grove 006,Redeemer Lutheran Church,Church Facility,139 E 1st St,,Hinsdale,,60521,Y
22,DuPage County,90007,Downers Grove 007,Salt Creek Club,Clubhouse,830 N Madison St,,Hinsdale,,60521,Y
22,DuPage County,90016,Downers Grove 016,Redeemer Lutheran Church,Church Facility,139 E 1st St,,Hinsdale,,60521,Y
22,DuPage County,90022,Downers Grove 022,Hinsdale Seventh-day Adventist Church,Church Facility,201 N Oak St,,Hinsdale,,60521,Y
22,DuPage County,90023,Downers Grove 023,Hinsdale United Methodist Church,Church Facility,945 S Garfield Ave,,Hinsdale,,60521,Y
22,DuPage County,90025,Downers Grove 025,Hinsdale Seventh-day Adventist Church,Church Facility,201 N Oak St,,Hinsdale,,60521,Y
22,DuPage County,90028,Downers Grove 028,The Community House,Other,415 W 8th St,,Hinsdale,,60521,Y
22,DuPage County,90043,Downers Grove 043,Hinsdale Seventh-day Adventist Church,Church Facility,201 N Oak St,,Hinsdale,,60521,Y
22,DuPage County,90044,Downers Grove 044,The Community House,Other,415 W 8th St,,Hinsdale,,60521,Y
22,DuPage County,90046,Downers Grove 046,Salt Creek Club,Clubhouse,830 N Madison St,,Hinsdale,,60521,Y
22,DuPage County,90055,Downers Grove 055,The Community House,Other,415 W 8th St,,Hinsdale,,60521,Y
22,DuPage County,90069,Downers Grove 069,The Community House,Other,415 W 8th St,,Hinsdale,,60521,Y
22,DuPage County,90082,Downers Grove 082,Hinsdale United Methodist Church,Church Facility,945 S Garfield Ave,,Hinsdale,,60521,Y
22,DuPage County,90084,Downers Grove 084,Redeemer Lutheran Church,Church Facility,139 E 1st St,,Hinsdale,,60521,Y
22,DuPage County,90098,Downers Grove 098,Hinsdale United Methodist Church,Church Facility,945 S Garfield Ave,,Hinsdale,,60521,Y
22,DuPage County,60120,York 120,Salt Creek Club,Clubhouse,830 N Madison St,,Hinsdale,,60521,Y
16,Cook County,7900076,LYONS 076,LYONS 076,VILLAGE OF HODGKINS,8990 LYONS ST,,HODGKINS,,60525,Y
14,Clinton County,140001,Lake 1,Lake 1 & 2,Village Hall,110 E Park Ave,,Hoffman,,62250,Y
14,Clinton County,140002,Lake 2,Lake 1 & 2,Village Hall,110 E Park Ave,,Hoffman,,62250,Y
16,Cook County,7600019,HANOVER 019,HANOVER 019,TIMBER TRAILS ELEMENTARY SCHOOL,1675 MCDONOUGH RD,,HOFFMAN ESTATES,,60192,Y
16,Cook County,7600027,HANOVER 027,HANOVER 027,TIMBER TRAILS ELEMENTARY SCHOOL,1675 MCDONOUGH RD,,HOFFMAN ESTATES,,60192,Y
16,Cook County,8700034,PALATINE 034,PALATINE 034,KOREAN CHURCH OF CHICAGO,1500 W ALGONQUIN RD,,HOFFMAN ESTATES,,60195,Y
16,Cook County,8700036,PALATINE 036,PALATINE 036,RECREATION CENTER,3600 LEXINGTON DR,,HOFFMAN ESTATES,,60195,Y
16,Cook County,8700043,PALATINE 043,PALATINE 043,THOMAS JEFFERSON SCHOOL,3805 WINSTON DR,,HOFFMAN ESTATES,,60195,Y
16,Cook County,8700050,PALATINE 050,PALATINE 050,THOMAS JEFFERSON SCHOOL,3805 WINSTON DR,,HOFFMAN ESTATES,,60195,Y
16,Cook County,9300001,SCHAUMBURG 001,SCHAUMBURG 001,HOFFMAN ESTATES POLICE DEPARTMENT,411 W HIGGINS RD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300003,SCHAUMBURG 003,SCHAUMBURG 003,FAIRVIEW SCHOOL,375 ARIZONA BLVD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300006,SCHAUMBURG 006,SCHAUMBURG 006,SCHAUMBURG TOWNSHIP OFFICE,1 ILLINOIS BLVD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300007,SCHAUMBURG 007,SCHAUMBURG 007,ALLIANCE FELLOWSHIP CHURCH,665 GRAND CANYON ST,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300008,SCHAUMBURG 008,SCHAUMBURG 008,ALLIANCE FELLOWSHIP CHURCH,665 GRAND CANYON ST,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300009,SCHAUMBURG 009,SCHAUMBURG 009,LAKEVIEW SCHOOL,615 LAKEVIEW LN,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300012,SCHAUMBURG 012,SCHAUMBURG 012,NEIL ARMSTRONG SCHOOL,1320 KINGSDALE RD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300014,SCHAUMBURG 014,SCHAUMBURG 014,SCHAUMBURG TOWNSHIP OFFICE,1 ILLINOIS BLVD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300015,SCHAUMBURG 015,SCHAUMBURG 015,LINCOLN PRAIRIE ELEMENTARY SCHOOL,500 HILLCREST BLVD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300018,SCHAUMBURG 018,SCHAUMBURG 018,JOHN MUIR SCHOOL,1973 KENSINGTON LN,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300027,SCHAUMBURG 027,SCHAUMBURG 027,BROOKDALE PLAZA,1515 N BARRINGTON RD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300028,SCHAUMBURG 028,SCHAUMBURG 028,EISENHOWER JUNIOR HIGH SCHOOL,800 HASSELL RD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300031,SCHAUMBURG 031,SCHAUMBURG 031,DOUGLAS MAC ARTHUR SCHOOL,1800 CHIPPENDALE RD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300035,SCHAUMBURG 035,SCHAUMBURG 035,NEIL ARMSTRONG SCHOOL,1320 KINGSDALE RD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300043,SCHAUMBURG 043,SCHAUMBURG 043,JOHN MUIR SCHOOL,1973 KENSINGTON LN,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300044,SCHAUMBURG 044,SCHAUMBURG 044,BARRINGTON LAKES APARTMENT,2200 HASSELL RD,,HOFFMAN ESTATES,,60195,Y
16,Cook County,9300045,SCHAUMBURG 045,SCHAUMBURG 045,JOHN MUIR SCHOOL,1973 KENSINGTON LN,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300049,SCHAUMBURG 049,SCHAUMBURG 049,HOFFMAN ESTATES POLICE DEPARTMENT,411 W HIGGINS RD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300054,SCHAUMBURG 054,SCHAUMBURG 054,FAIRVIEW SCHOOL,375 ARIZONA BLVD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300058,SCHAUMBURG 058,SCHAUMBURG 058,HOFFMAN ESTATES POLICE DEPARTMENT,411 W HIGGINS RD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300063,SCHAUMBURG 063,SCHAUMBURG 063,SCHAUMBURG TOWNSHIP OFFICE,1 ILLINOIS BLVD,,HOFFMAN ESTATES,,60169,Y
16,Cook County,9300068,SCHAUMBURG 068,SCHAUMBURG 068,ALLIANCE FELLOWSHIP CHURCH,665 GRAND CANYON ST,,HOFFMAN ESTATES,,60169,Y
63,McHenry County,NUN 12,NUNDA TOWNSHIP 12,HOLIDAY HILLS VILLAGE HALL,PUBLIC CENTER,1304 SUNSET DR,,HOLIDAY HILLS,,60050,Y
6,Bureau County,1401,SELBY 1,HOLLOWAYVILLE UNITED CHURCH,,214 E. PERU ST.,,HOLLOWAYVILLE,,61356,Y
10,Champaign County,2601,South Homer,Homer City Building,,500 E 2nd St,,Homer,,61849,Y
99,Will County,802,HOMER PCT 002,REED SCHOOL,LIBRARY,14939 W. 143RD ST.,(WEST ENTRANCE),HOMER GLEN,,,N
99,Will County,803,HOMER PCT 003,HOMER TOWNSHIP OFFICES,SIDE ENTRANCE,14350 W. 151ST ST.,(SIDE ENTRANCE),HOMER GLEN,,,Y
99,Will County,804,HOMER PCT 004,ST BERNARD'S CATH CHURCH,FOYER,13030 W 143RD ST,(MAIN ENTRANCE),HOMER GLEN,,,Y
99,Will County,805,HOMER PCT 005,GOODINGS GROVE SD 33C 805,SCHOOL GYM,12914 W. 143RD ST.,(DOOR D),HOMER GLEN,,,Y
99,Will County,806,HOMER PCT 006,GOODINGS GROVE SD 33C 806,SCHOOL GYM,12914 W 143RD ST,(DOOR D),HOMER GLEN,,,Y
99,Will County,807,HOMER PCT 007,HOMER TOWNSHIP LIBRARY,LIBRARY,14320 W. 151ST ST.,(MAIN ENTRANCE),HOMER GLEN,,,Y
99,Will County,808,HOMER PCT 008,HOMER JR HIGH SCHOOL 808,CAFETERIA,15711 S BELL RD,(EAST ENTRANCE),HOMER GLEN,,,Y
99,Will County,809,HOMER PCT 009,ANNUN BYZANTINE CATH CHURCH,RECTORY BASEMENT,14610 S. WILL COOK RD,(EAST ENTRANCE),HOMER GLEN,,,Y
99,Will County,810,HOMER PCT 010,MARIAN VILLAGE,FRONT PARLOR,15624 MARIAN DR,(MAIN ENTRANCE),HOMER GLEN,,,Y
99,Will County,811,HOMER PCT 011,HOMER JR HIGH SCHOOL 811,CAFETERIA,15711 S BELL RD,(EAST ENTRANCE),HOMER GLEN,,,Y
99,Will County,812,HOMER PCT 012,OUR MOTHER OF GOOD COUNSEL,CONFERENCE ROOM,16043 S. BELL RD.,(MAIN OR SOUTH ENTR.),HOMER GLEN,,,Y
99,Will County,813,HOMER PCT 013,PARKVIEW CHRISTIAN CHURCH,LOBBY,14367 W. 159TH ST,,HOMER GLEN,,,Y
99,Will County,814,HOMER PCT 014,CROSS OF GLORY LUTH CHURCH 814,MAIN WORSHIP ROOM,14719 W. 163RD ST.,(MAIN ENTRANCE),HOMER GLEN,,,Y
99,Will County,816,HOMER PCT 016,CROSS OF GLORY LUTH CHURCH 816,MAIN WORSHIP ROOM,14719 W 163RD ST,(MAIN ENTRANCE),HOMER GLEN,,,Y
16,Cook County,9700047,WORTH 047,WORTH 047,ROBERTSON BUILDING,8770 S PULASKI,,HOMETOWN,,60456,Y
16,Cook County,9700053,WORTH 053,WORTH 053,HOMETOWN SCHOOL,8870 S DUFFY AVE,,HOMETOWN,,60456,Y
16,Cook County,9700082,WORTH 082,WORTH 082,HOMETOWN SCHOOL,8870 S DUFFY AVE,,HOMETOWN,,60456,Y
16,Cook County,7100002,BLOOM 002,BLOOM 002,FAITH EVANGELICAL LUTHERAN CHURCH,18645 DIXIE HWY,,HOMEWOOD,,60430,Y
16,Cook County,7100019,BLOOM 019,BLOOM 019,WINSTON CHURCHILL SCHOOL,1300 190TH ST,,HOMEWOOD,,60430,Y
16,Cook County,7100020,BLOOM 020,BLOOM 020,FAITH EVANGELICAL LUTHERAN CHURCH,18645 DIXIE HWY,,HOMEWOOD,,60430,Y
16,Cook County,7100030,BLOOM 030,BLOOM 030,WINSTON CHURCHILL SCHOOL,1300 190TH ST,,HOMEWOOD,,60430,Y
16,Cook County,7100034,BLOOM 034,BLOOM 034,WINSTON CHURCHILL SCHOOL,1300 190TH ST,,HOMEWOOD,,60430,Y
16,Cook County,7100040,BLOOM 040,BLOOM 040,SALEM LUTHERAN CHURCH,18324 ASHLAND AVE,,HOMEWOOD,,60430,Y
16,Cook County,7100047,BLOOM 047,BLOOM 047,SALEM LUTHERAN CHURCH,18324 ASHLAND AVE,,HOMEWOOD,,60430,Y
16,Cook County,7100048,BLOOM 048,BLOOM 048,WINSTON CHURCHILL SCHOOL,1300 190TH ST,,HOMEWOOD,,60430,Y
16,Cook County,7200026,BREMEN 026,BREMEN 026,WOODLANDS COMMUNITY CHURCH,18301 GOVERNORS HWY,,HOMEWOOD,,60430,Y
16,Cook County,7200075,BREMEN 075,BREMEN 075,WOODLANDS COMMUNITY CHURCH,18301 GOVERNORS HWY,,HOMEWOOD,,60430,Y
16,Cook County,9000011,RICH 011,RICH 011,WOODLANDS COMMUNITY CHURCH,18301 GOVERNORS HWY,,HOMEWOOD,,60430,Y
16,Cook County,9000031,RICH 031,RICH 031,WOODLANDS COMMUNITY CHURCH,18301 GOVERNORS HWY,,HOMEWOOD,,60430,Y
16,Cook County,9000034,RICH 034,RICH 034,WOODLANDS COMMUNITY CHURCH,18301 GOVERNORS HWY,,HOMEWOOD,,60430,Y
16,Cook County,9500023,THORNTON 023,THORNTON 023,DISTRICT 153 OFFICE,18205 ABERDEEN ST,,HOMEWOOD,,60430,Y
16,Cook County,9500024,THORNTON 024,THORNTON 024,HOMEWOOD PUBLIC LIBRARY,17917 DIXIE HWY,,HOMEWOOD,,60430,Y
16,Cook County,9500025,THORNTON 025,THORNTON 025,HOMEWOOD PUBLIC LIBRARY,17917 DIXIE HWY,,HOMEWOOD,,60430,Y
16,Cook County,9500067,THORNTON 067,THORNTON 067,B NAI YEHUDA BETH SHOLOM,1424 W 183RD ST,,HOMEWOOD,,60430,Y
16,Cook County,9500118,THORNTON 118,THORNTON 118,FREEDOM VILLAGE,935 MAPLE AVE,,HOMEWOOD,,60430,Y
92,Vermilion County,801,GRANT 1,HOOPESTON CIVIC CENTER,,"MCFERREN PARK, HOOPESTON",,HOOPESTON,,60942,Y
92,Vermilion County,802,GRANT 2,HOOPESTON CIVIC CENTER,,"MCFERREN PARK, HOOPESTON",,HOOPESTON,,60942,Y
92,Vermilion County,803,GRANT 3,HOOPESTON CIVIC CENTER,,"MCFERREN PARK, HOOPESTON",,HOOPESTON,,60942,Y
92,Vermilion County,804,GRANT 4,HOOPESTON CIVIC CENTER,,"MCFERREN PARK, HOOPESTON",,HOOPESTON,,60942,Y
92,Vermilion County,805,GRANT 5,HOOPESTON CIVIC CENTER,,"MCFERREN PARK, HOOPESTON",,HOOPESTON,,60942,Y
92,Vermilion County,806,GRANT 6,HOOPESTON CIVIC CENTER,,"MCFERREN PARK, HOOPESTON",,HOOPESTON,,60942,Y
90,Tazewell County,1001,HOPEDALE 1,BOYNTON MENNONITE CHURCH,,326 NW JEFFERSON ST,,HOPEDALE,,61747,Y
90,Tazewell County,1002,HOPEDALE 2,BOYNTON MENNONITE CHURCH,,326 NW JEFFERSON ST,,HOPEDALE,,61747,Y
64,McLean County,1801,HUDSON 01,HUDSON FIRE STATION,,502 N BROADWAY,,"HUDSON, IL",,61748,?
64,McLean County,1802,HUDSON 02,HUDSON FIRE STATION,,502 N BROADWAY,,"HUDSON, IL",,61748,?
14,Clinton County,90001,Clement,Clement,Huey-Ferrin-Boulder Fire District,250 N Railroad,,Huey,,62231,Y
75,Pike County,2202,KINDERHOOK 2,HULL LIONS CLUB,,,,HULL,,62343,Y
75,Pike County,2301,CINCINNATI 1,HULL LIONS CLUB,,,,HULL,,62343,Y
75,Pike County,2401,LEVEE 1,HULL LIONS CLUB,,,,HULL,,62343,Y
15,Coles County,401,HUMBOLDT 1,HUMBOLDT TOWN HALL,,,,HUMBOLDT,,61931,Y
15,Coles County,901,NORTH OKAW 1,COOKS MILLS FIRE PROTECT DIST,,14210 CIRCLE DR,,HUMBOLDT,,61931,Y
23,Edgar County,1201,SHILOH,UNIT 1 SHILOH SCHOOL,,21751 N 575TH ST,,"HUME, IL",,61932,Y
23,Edgar County,1501,YOUNG AMERICA 1,UNIT 1 SHILOH SCHOOL,,21751 N 575TH ST,,"HUME, IL",,61932,Y
23,Edgar County,1502,YOUNG AMERICA 2,UNIT 1 SHILOH SCHOOL,,21751 N 575TH ST,,"HUME, IL",,61932,Y
45,Kane County,RU0003,Rutland 3,Prairie Lodge - Drendel Ballroom,Clubhouse,12880 Del Webb Blvd,,Huntley,,60142,Y
45,Kane County,RU0004,Rutland 4,Prairie Lodge - Drendel Ballroom,Clubhouse,12880 Del Webb Blvd,,Huntley,,60142,Y
45,Kane County,RU0007,Rutland 7,Prairie Lodge - Drendel Ballroom,Clubhouse,12880 Del Webb Blvd,,Huntley,,60142,Y
45,Kane County,RU0008,Rutland 8,Prairie Lodge - Drendel Ballroom,Clubhouse,12880 Del Webb Blvd,,Huntley,,60142,Y
45,Kane County,RU0009,Rutland 9,Prairie Lodge - Drendel Ballroom,Clubhouse,12880 Del Webb Blvd,,Huntley,,60142,Y
63,McHenry County,COR 3,CORAL TOWNSHIP 3,HUNTLEY HIGH SCHOOL,PUBLIC SCHOOL,13719 HARMONY RD,,HUNTLEY,,60142,Y
63,McHenry County,GRA 1,GRAFTON TOWNSHIP 1,AMERICAN LEGION OF HUNTLEY,CLUB,11712 CORAL ST,,HUNTLEY,,60142,Y
63,McHenry County,GRA 4,GRAFTON TOWNSHIP 4,TALAMORE COMMUNITY ASSOC.,OTHER,12121 TALAMORE BLVD,,HUNTLEY,,60142,Y
63,McHenry County,GRA 9,GRAFTON TOWNSHIP 9,GREEN TREES OF HUNTLEY,OTHER,11417 E MAIN ST,,HUNTLEY,,60142,Y
63,McHenry County,GRA 14,GRAFTON TOWNSHIP 14,TOMS FARM MARKET,OTHER,10214 ALGONQUIN RD,,HUNTLEY,,60142,Y
63,McHenry County,GRA 15,GRAFTON TOWNSHIP 15,HUNTLEY PARK DISTRICT-A,PARK DISTRICT,12015 MILL ST,,HUNTLEY,,60142,Y
63,McHenry County,GRA 16,GRAFTON TOWNSHIP 16,SPRINGBROOK COMMUNITY CHURCH-B,CHURCH,10115 ALGONQUIN RD,,HUNTLEY,,60142,Y
63,McHenry County,GRA 17,GRAFTON TOWNSHIP 17,TOMS FARM MARKET,OTHER,10214 ALGONQUIN RD,,HUNTLEY,,60142,Y
63,McHenry County,GRA 18,GRAFTON TOWNSHIP 18,SPRINGBROOK COMMUNITY CHURCH-B,CHURCH,10115 ALGONQUIN RD,,HUNTLEY,,60142,Y
63,McHenry County,GRA 22,GRAFTON TOWNSHIP 22,HUNTLEY VILLAGE HALL,PUBLIC CENTER,10987 MAIN ST,,HUNTLEY,,60142,Y
63,McHenry County,GRA 23,GRAFTON TOWNSHIP 23,SPRINGBROOK COMMUNITY CHURCH-C,CHURCH,10115 ALGONQUIN RD,,HUNTLEY,,60142,Y
63,McHenry County,GRA 24,GRAFTON TOWNSHIP 24,SPRINGBROOK COMMUNITY CHURCH-A,CHURCH,10115 ALGONQUIN RD,,HUNTLEY,,60142,Y
63,McHenry County,GRA 25,GRAFTON TOWNSHIP 25,SPRINGBROOK COMMUNITY CHURCH-A,CHURCH,10115 ALGONQUIN RD,,HUNTLEY,,60142,Y
63,McHenry County,GRA 26,GRAFTON TOWNSHIP 26,HUNTLEY PARK DISTRICT-B,PARK DISTRICT,12015 MILL ST,,HUNTLEY,,60142,Y
63,McHenry County,GRA 27,GRAFTON TOWNSHIP 27,HUNTLEY PARK DISTRICT-B,PARK DISTRICT,12015 MILL ST,,HUNTLEY,,60142,Y
63,McHenry County,GRA 28,GRAFTON TOWNSHIP 28,SPRINGBROOK COMMUNITY CHURCH-C,CHURCH,10115 ALGONQUIN RD,,HUNTLEY,,60142,Y
63,McHenry County,GRA 29,GRAFTON TOWNSHIP 29,HUNTLEY VILLAGE HALL,PUBLIC CENTER,10987 MAIN ST,,HUNTLEY,,60142,Y
84,Schuyler County,501,HUNTSVILLE,HUNTSVILLE TOWN HALL,,14821 HUNTSVILLE RD,,HUNTSVILLE,,62344,Y
100,Williamson County,106,BLAIRSVILLE 6,1ST CHRISTIAN CHURCH-FELLOWSHIP,,104 E. RUSSELL ST,,HURST,,62949,Y
17,Crawford County,301,HUTSONVILLE 1,HUTSONVILLE TOWNSHIP OFFICE,,103 S MAIN ST,,HUTSONVILLE IL,,62433,Y
83,Sangamon County,IL01,Illiopolis 1,Illiopolis Township Hall,,407 5th Street,,Illiopolis,,62539,Y
41,Jefferson County,1501,SPRING GARDEN 1,INA VILLAGE HALL - N ENTRANCE,,ELM STREET,"INA, IL 62846",INA,,62846,Y
16,Cook County,7900031,LYONS 031,LYONS 031,VILLAGE OF INDIAN HEAD PARK,201 ACACIA DR,,INDIAN HEAD PARK,,60525,Y
16,Cook County,7900061,LYONS 061,LYONS 061,THE ACACIA ASSOCIATION,111 CASCADE DR,,INDIAN HEAD PARK,,60525,Y
16,Cook County,7900073,LYONS 073,LYONS 073,WILSHIRE GREEN ASSOCIATION,115 ACACIA DR,,INDIAN HEAD PARK,,60525,Y
92,Vermilion County,301,CARROLL 1,CARROLL TWP BUILDING,,"113 E NORTH ST, INDIANOLA",,INDIANOLA,,61850,Y
62,McDonough County,901,INDUSTRY,METHODIST CHURCH,,METHODIST CHURCH- 102 E MAIN,,INDUSTRY IL,,61440,Y
49,Lake County,129,Grant 129,Fox Lake Volunteer Fire Department,Polling Place 5,114 Washington St,,Ingleside,,60041,Y
49,Lake County,131,Grant 131,Fox Lake Volunteer Fire Department,Polling Place 5,114 Washington St,,Ingleside,,60041,Y
49,Lake County,132,Grant 132,Fox Lake Volunteer Fire Department,Polling Place 5,114 Washington St,,Ingleside,,60041,Y
49,Lake County,133,Grant 133,CrossPoint Church,Polling Place 6,27430 W Nippersink Rd,,Ingleside,,60041,Y
49,Lake County,134,Grant 134,CrossPoint Church,Polling Place 6,27430 W Nippersink Rd,,Ingleside,,60041,Y
49,Lake County,135,Grant 135,Trinity Lutheran Church,Polling Place 6,25519 W Il Route 134,,Ingleside,,60041,Y
49,Lake County,136,Grant 136,Trinity Lutheran Church,Polling Place 6,25519 W Il Route 134,,Ingleside,,60041,Y
49,Lake County,137,Grant 137,CrossPoint Church,Polling Place 6,27430 W Nippersink Rd,,Ingleside,,60041,Y
49,Lake County,138,Grant 138,Trinity Lutheran Church,Polling Place 6,25519 W Il Route 134,,Ingleside,,60041,Y
49,Lake County,139,Grant 139,Grant Township Office,Polling Place 6,26725 W Molidor Rd,,Ingleside,,60041,Y
49,Lake County,140,Grant 140,Grant Township Office,Polling Place 6,26725 W Molidor Rd,,Ingleside,,60041,Y
49,Lake County,141,Grant 141,Grant Township Office,Polling Place 6,26725 W Molidor Rd,,Ingleside,,60041,Y
49,Lake County,142,Grant 142,Grant Township Office,Polling Place 6,26725 W Molidor Rd,,Ingleside,,60041,Y
13,Clay County,1202,PIXLEY 2,PIXLEY 2,,INGRAHAM COMMUNITY BLDG.,153 GOLD LANE,INGRAHAM,,62434,Y
16,Cook County,8700003,PALATINE 003,PALATINE 003,INVERNESS PARK DISTRICT,300 HIGHLAND RD,,INVERNESS,,60067,Y
16,Cook County,8700029,PALATINE 029,PALATINE 029,HOLY FAMILY CATHOLIC CHURCH,2515 PALATINE RD,,INVERNESS,,60067,Y
16,Cook County,8700037,PALATINE 037,PALATINE 037,HOLY FAMILY CATHOLIC CHURCH,2515 PALATINE RD,,INVERNESS,,60067,Y
16,Cook County,8700044,PALATINE 044,PALATINE 044,INVERNESS PARK DISTRICT,300 HIGHLAND RD,,INVERNESS,,60067,Y
16,Cook County,8700055,PALATINE 055,PALATINE 055,HOLY FAMILY CATHOLIC CHURCH,2515 PALATINE RD,,INVERNESS,,60067,Y
16,Cook County,8700065,PALATINE 065,PALATINE 065,HOLY FAMILY CATHOLIC CHURCH,2515 PALATINE RD,,INVERNESS,,60067,Y
16,Cook County,8700067,PALATINE 067,PALATINE 067,VILLAGE OF INVERNESS,1400 BALDWIN RD,,INVERNESS,,60067,Y
13,Clay County,401,LARKINSBURG 1,LARKINSBURG 1,,IOLA CIVIC CENTER,311 W. BROADWAY,IOLA,,62838,Y
29,Fulton County,1701,BERNADOTTE,PLEASANT TOWNSHIP HALL,,40 N. FULTON,,IPAVA,,61441,Y
